Submission id,PID,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Gender,Ethnicity,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Condition,ID,Start time,Completion time,Email,Name,Last modified time,Education,AI Knowledge,Age,AI Deceptive,AI Dishonest,AI Suspicious,AI Wary,AI Harm,AI Confident,AI Security,AI Trustworthy,AI Reliable,AI Trust,AI systems are 1,AI systems are 2,AI systems are 3,AI systems are 4,AI systems are 5,AI systems are 6,AI systems are 7,AI systems are 8,AI systems are 9,AI Harm Post 1,AI Security Post,AI Suspicious Post,AI Wary/Deceptive Post,AI Harm Post 2,AI Confident Post,AI Dishonest Post,AI Trust Post,AI Reliable Post,AI Trustworthy Post,AI systems are Post 1,AI systems are Post 2,AI systems are Post 3,AI systems are Post 4,AI systems are Post 5,AI systems are Post 6,AI systems are Post 7,AI systems are Post 8,AI systems are Post 9,AI Interaction Feeling,Need Model Understanding,Job Screening Feeling,Age,AI Wary Post,AI Deceptive Post,AI Trust Post 2,AI Definition Feeling,Is White,Explanation Comment,Submission id (Demographics),PID (Demographics),Status (Demographics),Started at (Demographics),Completed at (Demographics),Reviewed at (Demographics),Archived at (Demographics),Time taken (Demographics),Completion code (Demographics),Total approvals (Demographics),Gender (Demographics),Ethnicity (Demographics),Age (Demographics),Sex (Demographics),Ethnicity simplified (Demographics),Country of birth (Demographics),Country of residence (Demographics),Nationality (Demographics),Language (Demographics),Student status (Demographics),Employment status (Demographics),Condition (Demographics),Responses,Submissions
698de96158fc4242125c68c1,698c919d505ef1862de8b8e9,APPROVED,2026-02-12T14:53:39.965000Z,2026-02-12T15:10:47.797000Z,2026-03-05T00:07:52.270000Z,2026-02-12T15:10:48.558328Z,1028.0,WH0ZXLQ89S,7,Woman (including Trans Female/Trans Woman),East Asian,28,Female,Asian,United States,United States,United States,English,No,Unemployed (and job seeking),Interactive,25,2026-02-12 15:53:44,2026-02-12 16:10:30,anonymous,,,High School,Beginner knowledge,28.0,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Apathetic,Insensitive,Impersonal,Ignoring,Self-Serving,Cordial,Indifferent,Open-Minded,Patient,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Impersonal,Self-Serving,Judgmental,Indifferent,Insensitive,Ignoring,Apathetic,Cordial,Patient,It was fun to see/read about how AI models work.,"While I don't know if I can definitely trust AI, it helps to visually see what happens behind the scene.","I would feel awful; it doesn't allow for any subjective judgements, and it's supposedly objective judgements can be influenced by subjective data.",,,,,,0,Read 5 slides explaining how AI models work/obtained it's data; as well as how the data can be fixed/modified. It provided interactive examples that I used to see how exactly the AI worked.,,,,,,,,,,,,,,,,,,,,,,,[],[]
698de9e29a85daa5f9d70a03,68e54271b188d748c1a258bb,APPROVED,2026-02-12T14:55:42.165000Z,2026-02-12T15:17:19.398000Z,2026-03-05T00:07:53.357000Z,2026-02-12T15:17:20.174468Z,1298.0,1TWBLXG6II,212,Man (including Trans Male/Trans Man),South Asian,37,Male,Asian,India,India,India,Hindi,No,Full-Time,Interactive,31,2026-02-12 15:55:48,2026-02-12 16:15:56,anonymous,,,Bachelor,Advanced,37.0,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Empathetic ,Sensitive,Personal,Caring,Altruistic,Cordial,Responsive,Open-Minded,Patient,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Impersonal,Self-Serving,Judgmental,Indifferent,Insensitive,Ignoring,Apathetic,Rude,Impatient,It was okay interacting with it,Maybe,Maybe not good I guess,,,,,,0,Not sure,,,,,,,,,,,,,,,,,,,,,,,[],[]
698dea49c84ef2b4263c9fa1,601b5c79e845ac360826c9df,APPROVED,2026-02-12T14:57:13.910000Z,2026-02-12T15:18:15.198000Z,2026-03-05T00:09:14.651000Z,2026-02-12T15:18:15.953689Z,1262.0,RB0UE770PP,373,Man (including Trans Male/Trans Man),Black/British,24,Male,Mixed,Portugal,Portugal,Portugal,Portuguese,Yes,Unemployed (and job seeking),Interactive,34,2026-02-12 15:57:17,2026-02-12 16:18:08,anonymous,,,Bachelor,Conceptual understanding,24.0,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Apathetic,Insensitive,Impersonal,Ignoring,Self-Serving,Cordial,Indifferent,Judgmental,Impatient,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Impersonal,Self-Serving,Judgmental,Indifferent,Insensitive,Ignoring,Apathetic,Cordial,Patient,neutral,yeah i understand how the ai works,Don't think so,,,,,,0,understand patterns and recognition from the AI,,,,,,,,,,,,,,,,,,,,,,,[],[]
698dea8a83e6c77900fd1d08,6614fb6af3c5aa23b962ea2d,APPROVED,2026-02-12T14:58:58.180000Z,2026-02-12T15:16:58.780000Z,2026-03-05T00:07:33.742000Z,2026-02-12T15:16:59.575063Z,1081.0,LM3TBKUVV1,2637,Man (including Trans Male/Trans Man),South East Asian,57,Male,Asian,India,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Interactive,32,2026-02-12 15:59:01,2026-02-12 16:16:16,anonymous,,,High School,No knowledge,57.0,Disagree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Apathetic,Insensitive,Impersonal,Ignoring,Self-Serving,Cordial,Indifferent,Open-Minded,Patient,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Impersonal,Self-Serving,Open-Minded,Indifferent,Insensitive,Ignoring,Apathetic,Cordial,Patient,no real feeling felt clinical,not really need to know tge data set is reliable to make own judgement,Feel it would be too mechanical and lose the human element ,,,,,,0,Looked at BERT LLM model changed words and looked at data ,,,,,,,,,,,,,,,,,,,,,,,[],[]
698deafb9d91c9f7ad4b3cf7,60b7afcc714c4aea063e8054,APPROVED,2026-02-12T15:00:16.180000Z,2026-02-12T15:15:36.731000Z,2026-03-05T00:07:36.924000Z,2026-02-12T15:15:37.614578Z,921.0,67U50AOKHY,2067,Man (including Trans Male/Trans Man),Latino/Hispanic,33,Male,White,Mexico,Mexico,Mexico,Spanish,No,Full-Time,Interactive,29,2026-02-12 16:00:26,2026-02-12 16:15:22,anonymous,,,Bachelor,Advanced,33.0,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Agree,Agree,Apathetic,Insensitive,Impersonal,Ignoring,Altruistic,Cordial,Responsive,Open-Minded,Patient,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Impersonal,Altruistic,Open-Minded,Responsive,Insensitive,Caring,Empathetic ,Cordial,Patient,kind of impressed,"Yes, a little",I think I still prefer a human,,,,,,1,I see how bert works predicting sentenses (67U50AOKHY),,,,,,,,,,,,,,,,,,,,,,,[],[]
698deb1db31c92720e14b2d8,5faaa4c2c88ddf433bc961e9,APPROVED,2026-02-12T15:00:49.979000Z,2026-02-12T15:22:53.124000Z,2026-03-05T00:08:47.360000Z,2026-02-12T15:22:53.950793Z,1324.0,51S8ZRR7UG,352,Non-binary (would like to give more detail),White,25,Female,White,Estonia,Estonia,Estonia,Estonian,No,Unemployed (and job seeking),Interactive,39,2026-02-12 16:00:52,2026-02-12 16:22:45,anonymous,,,High School,Conceptual understanding,25.0,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Apathetic,Insensitive,Impersonal,Ignoring,Self-Serving,Cordial,Responsive,Open-Minded,Patient,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Impersonal,Self-Serving,Judgmental,Responsive,Insensitive,Ignoring,Apathetic,Rude,Patient,It was very interesting and refreshing since its not the general slop AI that the mainstream uses.,"Absolutely yes. Even tho I dont trust AI still, the model`s transparency is the very least that needs to be known before any steps towards looking at its trustworthiness can be taken.","I would hate it. AI should not be used for those things, they will be worse than humans at being biased.",,,,,,1,51S8ZRR7UG,,,,,,,,,,,,,,,,,,,,,,,[],[]
698deb2c18f22da1aab7a9b0,697071367389ff41f28c0e87,APPROVED,2026-02-12T15:10:10.564000Z,2026-02-12T15:38:04.464000Z,2026-03-05T00:01:00.839000Z,2026-02-12T15:38:05.330478Z,1674.0,UOIA55VDAY,108,Rather not say,White,26,Male,White,Tunisia,France,Tunisia,Arabic,Yes,Part-Time,Interactive,54,2026-02-12 16:10:14,2026-02-12 16:37:30,anonymous,,,Master,Expert,26.0,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Apathetic,Insensitive,Impersonal,Ignoring,Altruistic,Cordial,Indifferent,Open-Minded,Patient,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Agree,Agree,Impersonal,Altruistic,Open-Minded,Indifferent,Insensitive,Ignoring,Apathetic,Cordial,Patient,Cool,Not much,Not good,,,,,,1,"BERT can predict missing words (or at least use the most probable prediction) based on learning from what he studied (and apparently his training goes through giving it an incomplete sentence). By changing the sentence to something like ""One man's trash is another man's treasure"" I see that this version of BERT is incapable of predicting the missing word accurately since it wasn't trained on this specific sentence. Although, Bert can be stereotypical in its raw form and thus adjustments have been made.",,,,,,,,,,,,,,,,,,,,,,,[],[]
698debe266476684d6d72f54,60c9c994c019ca2e1836e7d7,APPROVED,2026-02-12T15:04:02.423000Z,2026-02-12T15:21:06.858000Z,2026-03-05T00:08:50.289000Z,2026-02-12T15:21:07.609247Z,1025.0,EOBG3TU4VY,828,Man (including Trans Male/Trans Man),Black/African American,57,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time,Interactive,38,2026-02-12 16:04:08,2026-02-12 16:20:48,anonymous,,,Bachelor,Conceptual understanding,56.0,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Apathetic,Sensitive,Impersonal,Caring,Altruistic,Cordial,Responsive,Open-Minded,Impatient,Strongly Disagree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Impersonal,Self-Serving,Open-Minded,Responsive,Sensitive,Caring,Apathetic,Cordial,Impatient,like i was talking to a smart person,i understood some,not much,,,,,,0,it was quite interesting,,,,,,,,,,,,,,,,,,,,,,,[],[]
698dec17db04e1508b70ae3c,69808dc8bf8f451969f94eeb,APPROVED,2026-02-12T15:05:03.208000Z,2026-02-12T15:25:08.862000Z,2026-03-05T00:07:40.522000Z,2026-02-12T15:25:09.819456Z,1206.0,1T01QVQCBQ,11,Man (including Trans Male/Trans Man),Middle Eastern,29,Male,Mixed,Egypt,Egypt,Egypt,Arabic,No,Part-Time,Interactive,41,2026-02-12 16:05:06,2026-02-12 16:24:51,anonymous,,,Bachelor,Beginner knowledge,28.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Apathetic,Insensitive,Impersonal,Caring,Altruistic,Cordial,Responsive,Open-Minded,Patient,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Impersonal,Altruistic,Open-Minded,Responsive,Insensitive,Caring,Empathetic ,Cordial,Patient,That Ai can be more better with training.,"of course, this makes me trust the model.","i would worry about any stereotype or bias in Ai performance, as it will analyze data depending on previous data.",,,,,,0,"i read some paragrphs about Ai models, how they work, defects and how to overcome. and this was in interactive way not just reading",,,,,,,,,,,,,,,,,,,,,,,[],[]
698dec17db04e1508b70ae3c,69808dc8bf8f451969f94eeb,APPROVED,2026-02-12T15:05:03.208000Z,2026-02-12T15:25:08.862000Z,2026-03-05T00:07:40.522000Z,2026-02-12T15:25:09.819456Z,1206.0,1T01QVQCBQ,11,Man (including Trans Male/Trans Man),Middle Eastern,29,Male,Mixed,Egypt,Egypt,Egypt,Arabic,No,Part-Time,Interactive,29,2026-02-12 15:41:06,2026-02-12 15:58:49,anonymous,,,Bachelor,Beginner knowledge,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Disagree,Apathetic,Insensitive,Impersonal,Caring,Altruistic,Cordial,Responsive,Open-Minded,Patient,Disagree,Agree,Disagree,,,Disagree,Strongly Disagree,,Disagree,Disagree,Altruistic,Insensitive,Caring,Responsive,Impersonal,Open-Minded,Apathetic,Patient,Cordial,,"yes, when i understand the model and how it work to make the result and responses, i can trust it.","I have neutral feeling toward that, as Ai will deal with equality will all applications forms without using feeling or thoughts.",28,Agree,Disagree,Disagree,I felt that i need to know more about Ai,0,i read some paragraphs about Ai and models defects and improvement and wrote what I learned,,,,,,,,,,,,,,,,,,,,,,,[],[]
698dec1f6cd6ce3e876d59bf,6980933e10264401f024d4e4,APPROVED,2026-02-12T15:05:26.057000Z,2026-02-12T15:19:57.069000Z,2026-03-05T00:07:40.944000Z,2026-02-12T15:19:58.766908Z,872.0,NOCODE,16,Man (including Trans Male/Trans Man),Middle Eastern,26,Male,Mixed,Morocco,Morocco,Morocco,French,No,Unemployed (and job seeking),Interactive,36,2026-02-12 16:06:00,2026-02-12 16:19:26,anonymous,,,Bachelor,Advanced,26.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Empathetic ,Sensitive,Personal,Caring,Altruistic,Cordial,Responsive,Open-Minded,Patient,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Personal,Altruistic,Open-Minded,Responsive,Sensitive,Caring,Empathetic ,Cordial,Patient,I felt something new to me since this is the first time interacting with AI like that.,No need.,I would feel safer and relieved.,,,,,,0,I learned how to predict the hidden word from a given list.,,,,,,,,,,,,,,,,,,,,,,,[],[]
698dec44dd144b937a3dab4d,697a997059cf018919aec784,APPROVED,2026-02-12T15:06:06.704000Z,2026-02-12T15:19:56.259000Z,2026-03-05T00:07:37.366000Z,2026-02-12T15:19:57.579801Z,830.0,LTMTV36ORO,15,Man (including Trans Male/Trans Man),Latino/Hispanic,29,Male,Mixed,Mexico,Mexico,Mexico,Spanish,No,Part-Time,Interactive,37,2026-02-12 16:06:11,2026-02-12 16:19:44,anonymous,,,Graduate Professional Degree,Conceptual understanding,29.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Apathetic,Insensitive,Impersonal,Ignoring,Self-Serving,Cordial,Responsive,Open-Minded,Patient,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Impersonal,Self-Serving,Open-Minded,Indifferent,Sensitive,Ignoring,Apathetic,Cordial,Patient,They are powerful.,Yes,"At this moment, I feel they are not refined enough.",,,,,,0,AI models arent perfect but they are actively being updated and getting better,,,,,,,,,,,,,,,,,,,,,,,[],[]
